Repository,Task ID,Bug / Task Description,Fix Commit,Patch Length (LOC),Base Commit,Source Archive,Archive Repo Root,Commit Subject,Confidence,Score,Changed File Count,Test File Count,Pass QA?,GPT5.5 Pass Rate,Visible Test Command Guess
ticket-management-system-tms01,ticket-management-system-tms01__dff8b29dd194,Fixed eye icon,dff8b29dd1943c1c095ed5e741cd052d2043696a,12,2c1af580aad80cc3bba955b89d67b6493a2a9ab8,project_silver_repos/7vLzOK7Pkfs4Pr1i6Ndk__ticket-management-system-tms01.zip,.,fixed eye icon,medium,14,1,0,,,npm test
tideway,tideway__56abb0977051,Investigate and fix crash issue indicated by commit 'integration: crash-recovery.test.ts' in tests/integration/crash-recovery.test.ts.,56abb0977051eba09524d7a26f2092e34c11908c,145,3849408d5182fff8b9cec4021b5cbacacff00ae3,project_silver_repos/WIXY3qMx21GbjrQhFCr0__tideway.zip,.,integration: crash-recovery.test.ts,medium,14,1,1,,,npm test
tideway,tideway__a52ca2408494,Investigate and fix concurrency issue indicated by commit 'scheduler: tests for concurrency' in packages/scheduler/test/concurrency.test.ts.,a52ca2408494e00b6ac5f67b4c6778d7a316c6b9,88,e22dc5e6bfa43fc386907535bcc870871fdc1c87,project_silver_repos/WIXY3qMx21GbjrQhFCr0__tideway.zip,.,scheduler: tests for concurrency,medium,14,1,1,,,npm test
tradecore,tradecore__164d372f37b9,"Fix: ensure all endpoints return valid JSON, handle missing DB gracefully",164d372f37b926cfb7c30560fef5055dda748548,63,fc812dae2fb36ac92323450ebb3377fb98387f00,project_silver_repos/RF2gLNPo2M6m6FUeLM8X__tradecore.zip,tradecore,"fix: ensure all endpoints return valid JSON, handle missing DB gracefully",medium,14,2,0,,,pytest
tradecore,tradecore__fe4ed4de33d0,"Fix: guarantee all HTTP responses are valid JSON, auto-init SQLite on first request",fe4ed4de33d016522656fb799dc3304d95c80934,81,164d372f37b926cfb7c30560fef5055dda748548,project_silver_repos/RF2gLNPo2M6m6FUeLM8X__tradecore.zip,tradecore,"fix: guarantee all HTTP responses are valid JSON, auto-init SQLite on first request",medium,14,4,0,,,pytest
Unsnooze,unsnooze__3a6ad87bce05,Fix(ios): harden MediaPipe pod module resolution in EAS,3a6ad87bce05c3775e8f127e6c500a694b916740,13,449eed566e625732059f4c166cec2d6e8f553518,project_silver_repos/HF19cbcMufPRjNthxKSt__Unsnooze.zip,.,fix(ios): harden MediaPipe pod module resolution in EAS,medium,14,1,0,,,npm test
Unsnooze,unsnooze__c0680bd97a22,Fix(ios): harden MediaPipe pod module resolution in EAS,c0680bd97a22cd8c6612047224effaba4d1313c7,13,ce8113b9dca5fbd17b28b598e4f7f3de9fd1115a,project_silver_repos/HF19cbcMufPRjNthxKSt__Unsnooze.zip,.,fix(ios): harden MediaPipe pod module resolution in EAS,medium,14,1,0,,,npm test
Unsnooze,unsnooze__ce8113b9dca5,Fix(ios): patch Podfile for MediaPipe module import on EAS,ce8113b9dca5fbd17b28b598e4f7f3de9fd1115a,49,4fc63f567e427723c0022ebd2f9779ace7026122,project_silver_repos/HF19cbcMufPRjNthxKSt__Unsnooze.zip,.,fix(ios): patch Podfile for MediaPipe module import on EAS,medium,14,2,0,,,npm test
vaccination-tracker-plus-chanjo,vaccination-tracker-plus-chanjo__4c3da6654845,Fix pending component-2,4c3da6654845ff0875b31632a7ffbc458006c1a3,8,5ce5c3a413b2eee50614dbf3ac1f5be76de457e8,project_silver_repos/FhRSO0XTrnYZJE4m6UNX__vaccination-tracker-plus-chanjo.zip,.,fix pending component-2,medium,14,1,0,,,
vaccination-tracker-plus-chanjo,vaccination-tracker-plus-chanjo__a3452ac2d459,Fix pending component-3,a3452ac2d4595efe3e39671e5456eff0992f715b,15,4c3da6654845ff0875b31632a7ffbc458006c1a3,project_silver_repos/FhRSO0XTrnYZJE4m6UNX__vaccination-tracker-plus-chanjo.zip,.,fix pending component-3,medium,14,2,0,,,
vibesphere-campus,vibesphere-campus__ae3dde84d2ff,Fixed post route,ae3dde84d2ffd6fbd2cf4d248ca8f46c841e0ada,6,3669ed6dab4e32da56a700b7684e99bb95c162e2,project_silver_repos/KbVHDNT0NHogy0ikjUr8__vibesphere-campus.zip,vibesphere-campus,fixed post route,medium,14,1,0,,,npm test
vibesphere-campus,vibesphere-campus__b5dae45baaf8,Fixed media positioning in story viewer,b5dae45baaf8c78cbd7476cd8d1b01af2ec69615,8,4bbbb1e97196ca048a3e39a456b2547a59e92c5f,project_silver_repos/KbVHDNT0NHogy0ikjUr8__vibesphere-campus.zip,vibesphere-campus,fixed media positioning in story viewer,medium,14,1,0,,,npm test
vibesphere-campus,vibesphere-campus__fd53ef2df579,Fixed story viewer,fd53ef2df5796a91aabbd11370f3b5b984d71df0,9,76ff00ce48b42461da1d96759a28d099ef3658d4,project_silver_repos/KbVHDNT0NHogy0ikjUr8__vibesphere-campus.zip,vibesphere-campus,fixed story viewer,medium,14,4,0,,,npm test
visionaries,visionaries__8d2a8d8672f2,Fix: geo  search option,8d2a8d8672f2b60f23c6d43fc25683a23508cc11,5,2c6926761998dfd3fd68b08f254ccd44d94d8d26,project_silver_repos/HqFJq95TLfNA6h5L5f1D__visionaries.zip,.,fix: geo  search option,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
visionaries,visionaries__cce1155017bc,Fix ts type error,cce1155017bc0d109bb5d1311bb8a5cab5a973e7,5,28bb108713e15ea1581f4ea195cd6af09607e369,project_silver_repos/HqFJq95TLfNA6h5L5f1D__visionaries.zip,.,fix ts type error,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
vitatrack,vitatrack__d1b0a2f74977,"Investigate and fix validation issue indicated by commit 'feat(validators): input validation and fasting windows' in src/validators/validators/allergens.ts, src/validators/validators/fasting.ts, src/validators/validators/food-entry.ts.",d1b0a2f749772514b0394d95d1a52f79295bea18,104,c36a31cdc911ff9fc09fd744309c1ec8202c6509,project_silver_repos/crIWwVLZ6ewhkggLPoM1__vitatrack.zip,.,feat(validators): input validation and fasting windows,medium,14,7,1,,,npm test
Well,well__589ee80a7f79,Fix Payment,589ee80a7f79f2407045ad1bab0e49d0ee0acac2,30,5f401250ffa075dc3b706cd909380a88b8ba38bf,project_silver_repos/AMEv8MOuanM4cz1It4Fo__Well.zip,Well-upload,fix Payment,medium,14,1,0,,,dotnet test
Well,well__5a33c55f7af3,Fix,5a33c55f7af3d8734edcf85b0046402e1e37e09a,19,b3440b5c08c49b4e0ac9bf1af90e50364f511651,project_silver_repos/AMEv8MOuanM4cz1It4Fo__Well.zip,Well-upload,fix,medium,14,2,0,,,dotnet test
Well,well__5f401250ffa0,Fix Excel,5f401250ffa075dc3b706cd909380a88b8ba38bf,33,1f02c5d32d1eb68c3c944d9d6e551590181bc170,project_silver_repos/AMEv8MOuanM4cz1It4Fo__Well.zip,Well-upload,fix Excel,medium,14,2,0,,,dotnet test
weprocess-web-fe,weprocess-web-fe__6ff28c07e5e9,Fix: increase file upload size limit to 50MB,6ff28c07e5e973002117602663f3658ed892685d,6,edb7856594d69081738c6bf54ab28698f18b5033,project_silver_repos/KG8UdfknCytBHh2qMnO5__weprocess-web-fe.zip,.,fix: increase file upload size limit to 50MB,medium,14,1,0,,,npm install && npm test (verify package.json scripts)
weprocess-web-fe,weprocess-web-fe__a7519a7aefe9,Fix: update recipient address field to postal code in AdminInstructionsContext,a7519a7aefe98e0c709c9e9e678007e600049a3e,9,b0f22130495f2f33f17e5fda602d3851cf313028,project_silver_repos/KG8UdfknCytBHh2qMnO5__weprocess-web-fe.zip,.,fix: update recipient address field to postal code in AdminInstructionsContext,medium,14,2,0,,,npm install && npm test (verify package.json scripts)
winassist_dev,winassist-dev__30c75aec8b06,Fix,30c75aec8b06be10cf4b4928720f1be31c5f3b18,28,6a3e3462bc4e10991bc26e95b748ec2633237795,project_silver_repos/uyPQfKWnBhlcX4PPfXdG__winassist_dev.zip,winassist_dev,fix,medium,14,3,0,,,
workflow-engine,workflow-engine__77779fddacf4,Fix: add root conftest and pyproject editable install,77779fddacf450ce7e52156d1aa2ef34c4c02130,9,eb09297b7bc91382cd9d46abbb997f3f913fb882,project_silver_repos/Ej4FI2J4cm00XsDJ2r45__workflow-engine.zip,workflow-engine,fix: add root conftest and pyproject editable install,medium,14,1,0,,,pytest
xcfpay,xcfpay__30fcaac9c1d2,"Investigate and fix fix, crash issue indicated by commit 'splash screen fix - crash issue' in screens/PayXCF.tsx.",30fcaac9c1d2bf909e61b0f7e91c32bc545e38b8,2,9688091ebe14ad3d619cd5c1a0031ab04e7a5713,project_silver_repos/T5BbuxE1vYBIgwZpB9p7__xcfpay.zip,.,splash screen fix - crash issue,medium,14,2,0,,,npm test
xcfpay,xcfpay__d9b050138f5e,Fix: get company info,d9b050138f5ed04949a6948af8e624cc3fad6339,5,59deef2a5736ab07179ed5bc8ce3fa546109f5b4,project_silver_repos/T5BbuxE1vYBIgwZpB9p7__xcfpay.zip,.,fix: get company info,medium,14,1,0,,,npm test
zendesk,zendesk__1ecf0ab77326,"Fix(zendesk,todoist): update internal ports to 8004",1ecf0ab7732681f327b04bc8a6facff974260a30,14,39f36154088a6faab5dcde403bf9c32dd4216044,project_silver_repos/nxePVWTK4sCsvryDs25r__zendesk.zip,zendesk,"fix(zendesk,todoist): update internal ports to 8004",medium,14,3,0,,,pytest
zendesk,zendesk__fbda668cd792,"Fix(zendesk,todoist): correct remaining service references",fbda668cd7923732a2df84ab1c6d6de792a98d39,13,1ecf0ab7732681f327b04bc8a6facff974260a30,project_silver_repos/nxePVWTK4sCsvryDs25r__zendesk.zip,zendesk,"fix(zendesk,todoist): correct remaining service references",medium,14,4,0,,,pytest
Airflow-Service,airflow-service__95a68a6d2543,"Investigate and fix auth issue indicated by commit 'Added Auth' in routers/approvePoi.py, routers/createPoi.py, routers/verifyPoi.py.",95a68a6d25432ec3b8b6aa02c63735a806cf8aff,89,75027430d1e2f500ef6efd16cbd5a09c7122a595,project_silver_repos/ApLroI9rnbMFd5MoIMTg__Airflow-Service.zip,security-service-app,Added Auth,medium,13,4,0,,,pytest
airflow_service,airflow-service__95a68a6d2543,"Investigate and fix auth issue indicated by commit 'Added Auth' in routers/approvePoi.py, routers/createPoi.py, routers/verifyPoi.py.",95a68a6d25432ec3b8b6aa02c63735a806cf8aff,89,75027430d1e2f500ef6efd16cbd5a09c7122a595,project_silver_repos/n7aSzGFIkV78QwGnJSbi__airflow_service.zip,airflow_service,Added Auth,medium,13,4,0,,,pytest
aod_chatbot_v2,aod-chatbot-v2__4a5b50cf8221,"Investigate and fix auth issue indicated by commit 'auth: keep verify_api_key around as a deprecated shim, the old python client still imports it' in rag/auth.py.",4a5b50cf822162822c29b33e1fb718ecb5277b7c,16,17394689b0920d797f96ee9c720b57d48f72b305,project_silver_repos/uKXunNOdDZEbjpSkO8gE__aod_chatbot_v2.zip,aod_chatbot_v2,"auth: keep verify_api_key around as a deprecated shim, the old python client still imports it",medium,13,1,0,,,pytest
approve-asap,approve-asap__867d60b9f18f,"Investigate and fix auth issue indicated by commit 'auth: work in progress' in main/service/email_service.py, main/urls.py, main/utils/constants.py.",867d60b9f18f80c38d835518dd5e85267ae775fe,240,cbd04419e47c17aae791cf42bc331be021c674b9,project_silver_repos/qDAOKQZOLAR6hapIrVsB__approve-asap.zip,.,auth: work in progress,medium,13,6,0,,,pytest
async-api-monitor,async-api-monitor__362d2db44196,Investigate and fix concurrency issue indicated by commit 'monitor: concurrency cap via semaphore' in app/monitor.py.,362d2db441963b750706111594ad6ebce6c1a4f1,28,c323e2f8b57cbfc39966188acec57f69f8b17939,project_silver_repos/IR6vUTfIAEWIf7495deo__async-api-monitor.zip,async-api-monitor,monitor: concurrency cap via semaphore,medium,13,1,0,,,pytest
au-dispatch-final,au-dispatch-final__0767c56f2c79,Investigate and fix auth issue indicated by commit 'Implement logic for auth_controller.rb' in app/controllers/api/v1/auth_controller.rb.,0767c56f2c796eb00bc70295f31b93695373eeac,89,2a9be0406974733597185526aa5cc6182899e9d9,project_silver_repos/ioP20L3jPjCvRkNchE7m__au-dispatch-final.zip,au-dispatch-final,Implement logic for auth_controller.rb,medium,13,1,0,,,
borough,borough__01bff9e62134,"Investigate and fix edge, truncate issue indicated by commit 'pkg/journal: edge-case tests for recovery, truncate, and accessor boundaries' in pkg/journal/edge_paths_test.go.",01bff9e62134efb25680619737cd0f0db30c384c,343,41a38317ae2b1b5f359d4ec544fe9ba29ef01d8a,project_silver_repos/gcH2RMvnK0fwAqzmpDoS__borough.zip,borough,"pkg/journal: edge-case tests for recovery, truncate, and accessor boundaries",medium,13,1,1,,,go test ./...
bulwark,bulwark__0ef4bda65809,Investigate and fix concurrent issue indicated by commit 'conncount: per-key concurrent connection counter with double-release clamp' in src/bulwark/conncount.py.,0ef4bda65809c926bbd890f5645fad9088510dcc,52,ff14d3fb089cc2f89a05c9dd27c587968774f295,project_silver_repos/xHdqqNmmLRNApGIZk1TX__bulwark.zip,bulwark,conncount: per-key concurrent connection counter with double-release clamp,medium,13,1,0,,,pytest
bulwark,bulwark__71c6154c597e,Investigate and fix decoder issue indicated by commit 'chunked: streaming Transfer-Encoding decoder with trailers and body cap' in src/bulwark/chunked.py.,71c6154c597e813c2d88aca46714ee69a7d2cff2,208,91cb312cbc4e5af5cbc89ca95195a0d953cc81c3,project_silver_repos/xHdqqNmmLRNApGIZk1TX__bulwark.zip,bulwark,chunked: streaming Transfer-Encoding decoder with trailers and body cap,medium,13,2,1,,,pytest
cateringhub,cateringhub__14c5fffe8c98,Investigate and fix permission issue indicated by commit 'frontend: permission helpers' in frontend/src/lib/permissions.js.,14c5fffe8c9893c76bf8f81225f72c952c1b313d,14,5ff90272ba6127c8498e0b8817762b67dfadbd98,project_silver_repos/1IdFaPh6vI9Z4KFajCYT__cateringhub.zip,cateringhub,frontend: permission helpers,medium,13,1,0,,,make test
cateringops,cateringops__67184f7a980c,Investigate and fix auth issue indicated by commit 'frontend: zustand auth store' in frontend/src/store/auth.js.,67184f7a980c9b4db1e89169f3fdcc7fef2226e9,11,5d1c3fdaa207d33e714954d3c16e82c453d98097,project_silver_repos/vcyIfZmsXbePuIXcrVxQ__cateringops.zip,cateringops,frontend: zustand auth store,medium,13,1,0,,,make test
cateringops,cateringops__fed84b108fcd,Investigate and fix permission issue indicated by commit 'frontend: client-side permission helpers' in frontend/src/lib/permissions.js.,fed84b108fcd3efa1d2dfe19fb97d4cfb796231f,14,80a64fcd9970e050adfda4d0a890b8ab2305818e,project_silver_repos/vcyIfZmsXbePuIXcrVxQ__cateringops.zip,cateringops,frontend: client-side permission helpers,medium,13,1,0,,,make test
chassis,chassis__af7c65224b96,Investigate and fix bound issue indicated by commit 'test(hash): hash determinism + Bloom false-positive rate bound' in src/hash/fingerprint.test.ts.,af7c65224b96aca2fce622a2c0a4384af04e2a3e,120,90c9b754b79427babbefdd41a8f1dac9ab49ef06,project_silver_repos/ew8QuPESyTqhMs5RwbgG__chassis.zip,.,test(hash): hash determinism + Bloom false-positive rate bound,medium,13,1,1,,,npm test
CS-Club-Community,cs-club-community__417e3029f243,"Investigate and fix auth issue indicated by commit 'Upload codebase file src/app/api/auth/register/route.ts' in src/app/api/auth/register/route.ts, src/app/api/projects/route.ts.",417e3029f2438cdb374c91e181ce31a8f3cae5b5,216,373713fd370bbe968bece43084d5f6196ee8ba62,project_silver_repos/Aqih7xjzbftjglmiQJ9f__CS-Club-Community.zip,CS-Club-Community,Upload codebase file src/app/api/auth/register/route.ts,medium,13,2,0,,,npm install && npm test (verify package.json scripts)
CS-Club-Community,cs-club-community__c62a343491b3,"Investigate and fix auth issue indicated by commit 'Upload codebase file src/app/api/auth/register/route.ts' in src/app/api/auth/register/route.ts, src/app/api/projects/route.ts.",c62a343491b34864c797a3199d18ae7a03171d05,220,531ffe5ace79127a2a5ca2803454e546d09e6c80,project_silver_repos/Aqih7xjzbftjglmiQJ9f__CS-Club-Community.zip,CS-Club-Community,Upload codebase file src/app/api/auth/register/route.ts,medium,13,2,0,,,npm install && npm test (verify package.json scripts)
EPS,eps__60a3ea61df5b,"Investigate and fix fixed, bug issue indicated by commit 'Key accessory bug fixed code (merged)' in app/Http/Controllers/engineercompany/EngineerCompanyController.php.",60a3ea61df5b73d4498beebf02aa81c6872c50f5,2,955e4c48bad541f75e5c2ccd89e58945e1a9aa22,project_silver_repos/4ftTvzHr9dTpHfchHPJE__EPS.zip,EPS,Key accessory bug fixed code (merged),medium,13,1,0,,,npm install && npm test (verify package.json scripts)
EPS,eps__955e4c48bad5,"Investigate and fix fix, bug issue indicated by commit 'Bug fix 2 (merged)' in app/Http/Controllers/engineercompany/EngineerCompanyController.php.",955e4c48bad541f75e5c2ccd89e58945e1a9aa22,2,671ed3a672ecec1b3a8054bbba42fbc324d78938,project_silver_repos/4ftTvzHr9dTpHfchHPJE__EPS.zip,EPS,Bug fix 2 (merged),medium,13,1,0,,,npm install && npm test (verify package.json scripts)
FastAPI_RAG_Gateway,fastapi-rag-gateway__c44aa8dde75b,"Investigate and fix security issue indicated by commit 'test: unit tests for config, security, pagination, cache' in tests/__init__.py, tests/conftest.py, tests/unit/__init__.py.",c44aa8dde75baba74b76bf45feefc271b860ba9e,196,0c3f1b3dcf590de0f8473ac54f43f2b74afefeb8,project_silver_repos/HTCholhnkEecbzTgTANq__FastAPI_RAG_Gateway.zip,FastAPI_RAG_Gateway,"test: unit tests for config, security, pagination, cache",medium,13,7,7,,,pytest
FastAPI_RAG_Gateway,fastapi-rag-gateway__e01a81a42c38,"Investigate and fix auth issue indicated by commit 'feat(schemas): common envelope, pagination, auth payloads' in app/schemas/__init__.py, app/schemas/auth.py, app/schemas/common.py.",e01a81a42c38dca8b2af6a45282c591a8884f21f,229,dba719eecf4b5080c11f174c7a9d37d1d77c4cc5,project_silver_repos/HTCholhnkEecbzTgTANq__FastAPI_RAG_Gateway.zip,FastAPI_RAG_Gateway,"feat(schemas): common envelope, pagination, auth payloads",medium,13,3,0,,,pytest
FastAPI_RAG_Gateway,fastapi-rag-gateway__ffc99205ab18,"Investigate and fix auth issue indicated by commit 'feat(services): auth and users' in app/services/__init__.py, app/services/auth.py, app/services/users.py.",ffc99205ab1899de9c60fb98e130f68ddcef090e,239,37c26a2c93f058f58c6dd4e782ab6508eb9028b0,project_silver_repos/HTCholhnkEecbzTgTANq__FastAPI_RAG_Gateway.zip,FastAPI_RAG_Gateway,feat(services): auth and users,medium,13,3,0,,,pytest
FleetFlow,fleetflow__25b3ae4f188f,Investigate and fix permission issue indicated by commit 'Add role_required decorator for view-level permission enforcement' in accounts/decorators.py.,25b3ae4f188f388f7cbc56bb84f3684d8e0a1f1a,18,cea50bb1297781e87c425a1d2e09ec085842a018,project_silver_repos/LAah0Il9B0BRpf4eaDl1__FleetFlow.zip,FleetFlow,Add role_required decorator for view-level permission enforcement,medium,13,1,0,,,pytest
FleetFlow,fleetflow__8c6536082046,"Investigate and fix auth issue indicated by commit 'Add auth_extras template tag to expose role checks in templates' in accounts/templatetags/__init__.py, accounts/templatetags/auth_extras.py.",8c65360820467470f5551005ce297ccb8b056fc3,28,25b3ae4f188f388f7cbc56bb84f3684d8e0a1f1a,project_silver_repos/LAah0Il9B0BRpf4eaDl1__FleetFlow.zip,FleetFlow,Add auth_extras template tag to expose role checks in templates,medium,13,2,0,,,pytest
FleetFlow,fleetflow__cea50bb12977,"Investigate and fix auth issue indicated by commit 'Add auth views: login with role-based redirect, register, logout, profile' in accounts/urls.py, accounts/views.py.",cea50bb1297781e87c425a1d2e09ec085842a018,112,994db8a4b56e09c33441521442bf96aba505bfdc,project_silver_repos/LAah0Il9B0BRpf4eaDl1__FleetFlow.zip,FleetFlow,"Add auth views: login with role-based redirect, register, logout, profile",medium,13,2,0,,,pytest
fluxpipe,fluxpipe__6a2d165e66c1,"Investigate and fix concurrency issue indicated by commit 'introduce async worker pool with configurable concurrency' in fluxpipe/workers/__init__.py, fluxpipe/workers/pool.py.",6a2d165e66c17f0c5ca482280978cbcf1b0e61b7,166,d01396177b4979aef4226363b2f2177b568f8b47,project_silver_repos/jxs4vkz1nLgSdJvyWz5b__fluxpipe.zip,fluxpipe,introduce async worker pool with configurable concurrency,medium,13,2,0,,,pytest
freightline-api,freightline-api__87425a2893cc,Investigate and fix auth issue indicated by commit 'jwt auth middleware' in internal/middleware/auth.go.,87425a2893ccf1e283bf85b237dbd0ad583b5742,113,0f1fb85f02a6b1efce73d14589c5b2482859dc02,project_silver_repos/Va3pZ987rnG4WpcgwLNz__freightline-api.zip,freightline-api,jwt auth middleware,medium,13,1,0,,,go test ./...
freightline-api,freightline-api__ec1d5c8acb5c,"Investigate and fix auth issue indicated by commit 'auth handler, issue token endpoint' in internal/handler/auth.go.",ec1d5c8acb5c21b567a20b4981536ce81541a618,38,d6970e6df015336df2d149e00bd2c1eea4c9d864,project_silver_repos/Va3pZ987rnG4WpcgwLNz__freightline-api.zip,freightline-api,"auth handler, issue token endpoint",medium,13,1,0,,,go test ./...
fueltrack,fueltrack__5e3db9c70ef3,Investigate and fix regression issue indicated by commit 'ml: add OLS linear regression model with gradient descent' in fueltrack/ml/linear_model.py.,5e3db9c70ef3ca01353674c18212797d88ef1cad,71,884c4bb435870f2c811f67fbe27a0eba0079972b,project_silver_repos/f2uYmrDqtij1luMbSpcN__fueltrack.zip,fueltrack,ml: add OLS linear regression model with gradient descent,medium,13,1,0,,,pytest
fueltrack,fueltrack__704738d035f5,"Investigate and fix truncate issue indicated by commit 'tests: text utility tests (truncate, pluralize, human_delta)' in tests/test_text.py.",704738d035f54f754ed2416b246cbd8d7208d6a3,40,9dbc3851d92987b702cd5ef23995879ebc461da2,project_silver_repos/f2uYmrDqtij1luMbSpcN__fueltrack.zip,fueltrack,"tests: text utility tests (truncate, pluralize, human_delta)",medium,13,1,1,,,pytest
Gadgetappstore,gadgetappstore__0e891c9abc5a,Investigate and fix auth issue indicated by commit 'feat(auth): add ResetPasswordForm component' in src/app/components/ResetPasswordForm.tsx.,0e891c9abc5a584457c0e765526dc686c91bfd78,130,6c911ac053ed22b61ad34d3c57167274fb425395,project_silver_repos/8tduVrdTMT2IYPGY7sBf__Gadgetappstore.zip,Gadgetappstore,feat(auth): add ResetPasswordForm component,medium,13,1,0,,,npm test
Gadgetappstore,gadgetappstore__d77fb8ea6d78,Investigate and fix auth issue indicated by commit 'feat(auth): add AuthModal wrapper' in src/app/components/AuthModal.tsx.,d77fb8ea6d78e51d81bd213a3ef36a35042d6414,78,6e1018f55ef8f82d0ebe596793dcf4521adf014e,project_silver_repos/8tduVrdTMT2IYPGY7sBf__Gadgetappstore.zip,Gadgetappstore,feat(auth): add AuthModal wrapper,medium,13,1,0,,,npm test
Gadgetappstore,gadgetappstore__feaf0de3ba07,Investigate and fix auth issue indicated by commit 'feat(auth): add LogoutConfirmModal' in src/app/components/LogoutConfirmModal.tsx.,feaf0de3ba077487f3292f4ab0e4d800e147432f,35,0e891c9abc5a584457c0e765526dc686c91bfd78,project_silver_repos/8tduVrdTMT2IYPGY7sBf__Gadgetappstore.zip,Gadgetappstore,feat(auth): add LogoutConfirmModal,medium,13,1,0,,,npm test
gocircuit,gocircuit__4f443f662fcd,Investigate and fix concurrency issue indicated by commit 'bulkhead: add semaphore-based concurrency limiter' in bulkhead/semaphore.go.,4f443f662fcd0a94c56c95e23c5480081afe3623,119,cdbb0f539ca23d8539ed21c00743d4e1733310dc,project_silver_repos/fuxoKMQ8tIXaVPGr3z4f__gocircuit.zip,.,bulkhead: add semaphore-based concurrency limiter,medium,13,1,0,,,go test ./...
gocircuit,gocircuit__f53c8043196a,Investigate and fix timeout issue indicated by commit 'timeout: add timeout tests including deadline propagation' in timeout/timeout_test.go.,f53c8043196a828be70ea5eab19a2f727360ec76,67,aae908374159fcfd1a6547e56b874cdd7f94db4e,project_silver_repos/fuxoKMQ8tIXaVPGr3z4f__gocircuit.zip,.,timeout: add timeout tests including deadline propagation,medium,13,1,1,,,go test ./...
halora-management,halora-management__46aa9835d0a5,Investigate and fix auth issue indicated by commit 'feat: auth middleware with role enforcement' in src/auth/AuthMiddleware.ts.,46aa9835d0a556b82cdf9979e8dc86306bf09c92,60,23788d05dc65379e4ca59d461221866d606fd526,project_silver_repos/P2nHfTsSWv4KQOm5LhgF__halora-management.zip,halora-management,feat: auth middleware with role enforcement,medium,13,1,0,,,npm test
harbor-sim,harbor-sim__4b94c1c49dc2,Investigate and fix crash issue indicated by commit 'scenario: expand helpers (mesh/star/crash/partition)' in harbor_sim/scenario/expand.py.,4b94c1c49dc228f14bfef8d820aa04c58c9226ea,92,f503d232aead62e9fe7736b3f5b85d6f540dc736,project_silver_repos/V8iVpRiPF25Ft6ohNl2y__harbor-sim.zip,.,scenario: expand helpers (mesh/star/crash/partition),medium,13,1,0,,,pytest
inventory-api,inventory-api__b9b4540c2648,Investigate and fix auth issue indicated by commit 'auth middleware' in internal/middleware/auth.go.,b9b4540c264806053240e7eb7e0e16fa9c1f3228,61,69ff0bc3aa5576898620233d885f4eaff107b156,project_silver_repos/vzsCkjTsvukPKcDuSGbZ__inventory-api.zip,inventory-api,auth middleware,medium,13,1,0,,,go test ./...
loreforge,loreforge__2be3c4c8cef0,"Investigate and fix permission issue indicated by commit 'add campaign membership model and permission helpers' in src/lib/permission.ts, src/models/campaign_user.ts.",2be3c4c8cef0465d201b4a45f940b255404e7189,236,8b1871d45d04b4a27add1bb165aafd1f6e970722,project_silver_repos/0Z3RvFFQhbSRXBJsgo73__loreforge.zip,.,add campaign membership model and permission helpers,medium,13,2,0,,,npm install && npm test (verify package.json scripts)
marketx-apis,marketx-apis__c7c6aa22e5df,Investigate and fix auth issue indicated by commit 'refactor: extract shared session verification in auth middleware' in src/shared/middlewares/auth.middleware.ts.,c7c6aa22e5df657cf92e5b56defe43a6666ead6b,144,9f518986e53ac97f5523cddf52adc732343fbeb3,project_silver_repos/Tpn3qWaSgkHIcQbjzjHW__marketx-apis.zip,.,refactor: extract shared session verification in auth middleware,medium,13,1,0,,,npm test
Nexarch,nexarch__6e3e73da69cb,"Investigate and fix auth issue indicated by commit 'Add profile update API and wire to auth context' in frontend/src/lib/api-client.js, frontend/src/lib/api/auth.js, frontend/src/lib/auth-context.js.",6e3e73da69cb1cc98d46b0068ef7f6fe1efdd713,18,5c2dccf78646d128d4fbe5305f64a3e1a5863185,project_silver_repos/E4my8gcajs4O8r5E4cIJ__Nexarch.zip,.,Add profile update API and wire to auth context,medium,13,4,0,,,
nexusflow,nexusflow__e47c729d03d7,Investigate and fix permission issue indicated by commit 'Add RBAC permission system with role hierarchy' in nexusflow/auth/permissions.py.,e47c729d03d7460306dcfd6e6cf7c704d405c257,229,3aff665ebfb07fa0f718908c7f0927dd8d5cdbb9,project_silver_repos/M6iJKfSMlaAOPJmvQEO5__nexusflow.zip,nexusflow,Add RBAC permission system with role hierarchy,medium,13,1,0,,,pytest
nimbus-auction-core,nimbus-auction-core__471a505a0157,Investigate and fix concurrency issue indicated by commit 'feat: introduce concurrency lock primitives' in src/locks/WriteLock.ts.,471a505a0157f2a45e75364396c5d096e5163920,23,b8ecd8fcb05d256ae8968581c858d155275c6c7c,project_silver_repos/TJYvoNZq4a8zaouBBXKZ__nimbus-auction-core.zip,nimbus-auction-core,feat: introduce concurrency lock primitives,medium,13,1,0,,,npm test
notification-backend,notification-backend__50a84551ceae,"Investigate and fix concurrency issue indicated by commit 'feat(limits): rate limiter and concurrency gate' in src/limits/ConcurrencyGate.ts, src/limits/RateLimiter.ts.",50a84551ceae7370d646f7d2579b246bf85a9111,61,819b750b2547264003aa3c42db392f994b2f3cc4,project_silver_repos/sa8Vxbnc2BSEFgnaeI7M__notification-backend.zip,notification-backend,feat(limits): rate limiter and concurrency gate,medium,13,2,0,,,npm test
